0,1,2,3
50.0,100.34021,15.156534,82.554906
28.146,130.162427,20.812448,37.644371
93.667,159.190997,19.217802,27.576381
28.176,46.674754,2.492082,39.077395
28.003,120.167788,7.800526,38.849089
6.378,22.492476,5.32261,13.225599
73.433,103.153131,12.327333,52.25314
6.348,167.568138,13.479996,61.792499
93.667,184.158022,6.6178,13.222719
28.205,99.645586,17.559118,56.716206
28.333,55.522224,17.504116,52.208281
44.716,130.503992,17.18403,59.235308
50.0,183.459761,7.724166,40.0
28.054,101.967891,1.194542,43.490215
93.667,194.838297,15.591502,40.0
72.84,39.455788,21.844426,39.163365
60.376,22.236997,3.574483,35.421145
20.231,59.470859,2.498459,34.381723
60.777,79.283707,20.083259,69.673849
26.229,84.151137,10.596454,51.252001
73.333,62.295072,18.739731,52.098416
76.488,138.768634,17.818104,37.424367
73.482,18.374367,4.10871,24.98507
28.333,80.417724,5.438397,50.161879
50.0,59.036161,1.192155,58.979179
93.026,61.299356,13.397152,57.240834
93.376,21.112226,17.099113,36.29918
56.704,118.765521,11.24341,54.919766
25.843,56.545503,0.610502,39.094615
93.667,31.044324,21.788476,13.222719
50.0,0.131734,11.020678,48.983715
58.605,56.719083,7.303945,52.730414
82.765,110.162175,3.825429,31.794235
6.379,174.180438,13.764001,65.083676
6.471,8.450685,12.652966,35.103164
51.262,180.944396,16.521678,63.55427
73.337,26.194817,3.377414,25.166176
73.333,166.74579,7.849318,25.17049
91.594,160.093675,3.166918,13.363698
82.485,183.576018,18.713368,30.985354
78.264,27.460732,7.433134,17.822727
37.239,100.946464,6.054323,51.332656
65.966,80.991696,0.132241,55.336837
50.0,34.714432,17.642063,58.888307
50.0,115.036722,10.942982,56.723995
28.322,121.243587,11.832543,49.372182
93.155,42.889148,19.160076,38.526557
69.667,103.986451,15.902559,61.861812
72.302,197.837162,14.69789,49.518588
83.508,97.983032,3.934211,36.465359
28.17,138.974642,12.110898,46.176421
28.333,82.284365,21.117252,73.00879
73.333,6.955348,13.112477,44.46997
73.346,58.566311,17.788556,51.395004
93.667,160.288348,21.659712,13.222719
93.657,69.300398,19.490338,47.910642
74.074,16.663189,4.704414,24.230772
27.863,102.221274,0.761861,43.185667
22.19,73.366682,9.924723,43.067405
50.0,147.895901,0.30348,40.0
89.094,104.948033,10.421636,37.262834
93.609,160.904175,20.926336,13.404672
